;meta[language=en]
; id      |key(hex)|key(str)| text
   1055084|06691856||Kəndli
   1078476|00000000||Həmişə olduğu kimi, əşyaları adi sandıqdan yığın. Əgər işi vaxtında bitirə bilsən, razılaşdırıldığı kimi tam ödənişini alacaqsan. Əgər ora çatmaq üçün razılaşdırılandan bir həftə geciksən, ödənişinin yarısını alacaqsan. Əgər bir həftədən çox geciksən, demək artıq ölüsən. -Hüqo. Qeyd: Mən heç bir şahid istəmirəm. Əgər kimsə səni görsə, əvvəlcə onu öldür, sonra sual ver.
   1078477|00000000||Geralt batmış gəmiləri axtarmağa qərar verdi və dəyərli yük tapdı. Xoşbəxtlikdən, nə yerli sakinlər, nə də parıltılı əşyalara maraq göstərən canavarlar ondan əvvəl yükü talamağa nail olmuşdular.
   1086989|00000000||Bir gün Geraltın əlinə maraqlı bir məktub keçdi. Ona sadəcə bir nəzər salanda belə məktubun heyranedici bir tapmacanın həllini ehtiva etdiyini anladı.
   1078478|00000000||Yükləri tapmaq üçün Vəhşi instinktlərindən istifadə edin.
   1086990|00000000||Tapdığınız məktubu oxuyun.
   1083524|00000000||Dağıdılmış Sahil
   1074188|00000000||Müvəkkini işə salın
   1074189|00000000||<<GI_AxisLeft>> düyməsindən istifadə edərək müvəkkini seçin və onu işə salmaq üçün <<GUI_Select>> düyməsini basın.
   1147683|00000000||Sehrli effektlərin tətbiqi
   1147684|00000000||<font color="#CD7D03">Rune Engraver-dən</font> əşyalara yeni xüsusiyyətlər qazandırmaq üçün sehrlər (Rune Words və ya Glyph Words) yerləşdirməyi xahiş edə bilərsiniz.Sihrlər yalnız üç yuvası olan əşyalara yerləşdirilə bilər. Lakin Run Həkk edən əşyalara əlavə yuvaları münasib qiymətə əlavə edə bilər (hətta hazırda heç bir yuvası olmayan əşyalara da). Run Sözləri silahlara, Qlif Sözləri isə zirehlərə yerləşdirilir. Bir dəfə yerləşdirildikdən sonra onları çıxarmaq və ya əvəz etmək olar. Sehrlər müxtəlif səviyyələrdə olur. Run Yazıcısı yalnız öz səviyyəsi ilə eyni və ya daha aşağı səviyyəli sehr yerləşdirə bilər. Əgər daha yüksək səviyyəli sehr yerləşdirmələrini istəyirsinizsə, onların bacarıqlarını inkişaf etdirməyə kömək etməlisiniz.
   1017047|00000000||Yazını gördüm. Çox şey demirdi. Daha çox danışa bilərsən? Canlı haqqında, yəni.
   1019225|00000000||Bu canavar marağımı oyadıb. Hansı növ canlıdan danışırıq?
   1019227|00000000||Məncə, ruhdur… Ya da başqa bir kabus. O, mayakın yaxınlığındakı Eldberg ətrafında gizlənir.
   1017049|00000000||Hmm. Mən orada idim. Vəziyyət ciddi görünür… Davam et.
   1019282|00000000||Əvvəlcə heç bir zərər vermirdi. Bir gecə işıq evi qəflətən sönüb. O işıq olmadan gəmilər Arinbjorn limanına təhlükəsiz yanaşa bilmir, ona görə nə baş verdiyini öyrənmək üçün iki nəfəri göndərdik.
   1019284|00000000||Gözlə, təxmin edim. Onlar geri dönmədilər.
   1019286|00000000||Bəli, doğrudur. Mayakçı Mikkjal da itkin düşdü. Buna görə bir neçə kişini toplayıb xilasetmə dəstəsi formalaşdırdım; dənizə çıxdıq… Adaya yaxınlaşarkən bütün gücümü toplayıb sükanı tutdum və qayıqı geri çevirdim. Sahildə bir canavarı görmüşdüm.
   1019288|00000000||Sən məni qorxaq hesab edirsən. Amma… yaxşı, sümüklərimə qədər hiss edirdim ki, orada kobud güc bizə kömək etməyəcək. Yeganə ağlıma gələn şey kənddən qızıl yığmaq və mükafat hazırlamaq idi. Bizə kömək et, mükafat sənin olacaq.
   1017072|00000000||Yaxşı. Görərəm nə edə bilərəm.
   1017073|00000000||Təşəkkür edirəm, Geralt. Deməliyəm ki, sən yaxşı insansan.
   1017070|00000000||Mən bu işi qəbul edirəm.
   1017074|00000000||Bir az fikirləşim.
   1017075|00000000||Yaxşı… Əgər razısan, harada məni tapacağını bilirsən.
   1017071|00000000||Bunun haqqında düşünməliyəm.
   1019212|00000000||"Mükafat" dedikdə, hansı məbləğdən danışırıq?
   1019293|00000000||Deməliyəm ki, sən mənə xoş gəlirsən, Jorund… Amma iş işdir. Bundan daha çoxuna ehtiyacım olacaq.
   1068411|00000000||Bu hamısıdır? Ah, Geralt… Şübhə edirəm ki, Yarl bu qədər pula əlvida deməyə hazırdır.
   1068413|00000000||Hmm… Bir az əlavə edə bilərəm, amma bu qədər yox.
   1068417|00000000||Düzünü desəm, Geralt, mən razılaşmaya gələcəyimizə inanmıram. Ya təklifimi qəbul et, ya da başqa biri işi götürəndə peşman olacaqsan.
   1068415|00000000||Mükəmməl, gəlin bunu son qiymət hesab edək. Gəlin əl sıxaq.
   1017068|00000000||Gəlin bu məsələni yenidən müzakirə edək.
   1017069|00000000||Məmmuniyyətlə. Vəziyyət nədir? Kömək etməyə hazırsan?
   1017046|00000000||Canavar müqaviləsi haqqında danışaq.
   573195|d20a3b6b||Baronun Köməkçisi
   393901|00000000||Meşədə bir neçə cəsəd tapdım. Onlar canavar hücumunun qurbanı olmuşdular. Ölüklərdən birinin — bir qadının — üzərində bu məktubu tapdım.
   393903|00000000||Deməli, Singa ölüb. Ah, neçə dəfə ona, həmçinin anama da dedim ki, gəlib mənimlə yaşasınlar! Amma yox, onlar Faroedə qalmağa israr etdilər.
   393905|00000000||Onun cəsədini gətirmək üçün kimsə göndərməliyəm.
   393909|00000000||Bağışlayın.
   393907|00000000||Xəbəri gətirdiyin üçün təşəkkür edirəm; hər kəs bu zəhməti çəkməzdi. Al, bunu götür.
   393897|00000000||Bunu bacının cəsədində tapdım.
   393923|00000000||Bilmək istəmirsən…
   393925|00000000||Hə? Niyə bilmək istəməyim? Qardaşımı soyub öldürdün, elə deyilmi?! İndi vicdanın səni diri-diri yeyir!
   393927|00000000||Sənin kimi adamlardan başqa heç nə gözləmək çətindir. Gözümün önündən get, bitli mutant!
   393899|00000000||Bilməmək istəyirsən.
   447485|00000000||Anandan məktub tapmışam.
   393406|00000000||Məncə sənə ünvanlanmış bir şey tapmışam.
   393410|00000000||Anamdan məktub? Burada yazılıb ki, bacım onu gətirməlidir. Bunu harada tapdın?
   545346|391ece5b||Qayıq Usta
   315326|002eee28||Dagr
   1089425|00000000||Deklər
   1089426|00000000||Gwent oyunçuları öz fərdiləşdirilmiş <<Color_Gwint>>dəstlərindən<<End_Color>> istifadə edirlər. Dörd <<Color_Gwint>>Fraqsiyalar<<End_Color>> üçün ayrıca dəstlər yarada bilərsiniz: Nilfgaard, Şimal Krallıqları, Canavarlar və Scoia'tael.Gwent Deck Builder-i açdıqdan sonra <<Color_Gwint>>Faction<<End_Color>>lar arasında keçid etmək üçün <<GUI_GwintFactionLeft>> və <<GUI_GwintFactionRight>> düymələrindən istifadə edin.Hər fraksiyada fərqli <<Color_Gwint>>oyun tərzi<<End_Color>>ni təşviq edən unikal <<Color_Gwint>>kartlar<<End_Color>> toplusu var. Hər fraksiyanın özünəməxsus <<Color_Gwint>>fraksiya üstünlüyü<<End_Color>> var: <<Color_Gwint>>NILFGAARD<<End_Color>>: Bərabərliklə bitən bütün raundları qazanır. <<Color_Gwint>>ŞİMAL YERLƏRİ<<End_Color>>: Qazanılan hər raunddan sonra əlavə bir kart verir.<<Color_Gwint>>SCOIA'TAEL<<End_Color>>: Kiminsə əvvəlcə oynadığını müəyyən edir. <<Color_Gwint>>BEASTS<<End_Color>>: Hər raunddan sonra təsadüfi bir vahidi döyüş meydanında qoyur.
   1087289|00000000||Əşyanın sökülməsi
   1087290|00000000||Bu panel istənməyən əşyaları sökməyə və onları hissələrə ayırmağa imkan verir, beləliklə bəzi hissələri material kimi bərpa edə bilərsiniz.
   1076675|00000000||Statistika - Daha çox məlumat
   1076676|00000000||Daha ətraflı məlumat görmək istəyirsinizsə, <<GUI_RS_Press>> düyməsini basın.
   575236|5a97b64d||Patrickin Sevgilisi
   572132|00000000||Hə?
   572134|00000000||{*Havanı iyləyir*}
   572138|00000000||{*Burnundan hırıltı çıxarır*}
   572136|00000000||Ooooh haaa!
   572140|00000000||Tssss.
   1073239|00000000||Sən!
   1073241|00000000||Hey!
   1073243|00000000||Elə bu cür. *Spits*
   1073245|00000000||*Spits tüpürcək, dərin nəfəs alır* Eeeehh.
   1076368|00000000||Müqavilələr
   1076369|00000000||Bu siyahı qəbul etdiyiniz bütün canavar müqavilələrini ehtiva edir.
   444254|85f9c72d||Sukkubus
   349468|c1769c44||Nekker
   1052553|00000000||Freya bağındakı macəralarının sonunda ayrılmadan əvvəl Geralt və Yennefer cadugəri Larvikdə görüşməyə çağırdılar. O, bunun şəxsi məsələ olduğunu deməkdən başqa heç bir təfərrüat vermədi.
   1052554|00000000||Geralt gözlənildiyi kimi Larvikə getdi və Yennefer orada ona planını izah etdi: o, bir goblini ələ keçirməyi və onun gücündən istifadə etməyi düşünürdü. Uff! Bu fikrin özü qanımı dondurur! Bunun səbəbi, əziz oxucu, odur ki, həyatımda bir dəfə şeytanla qarşılaşmaq bədbəxtliyini yaşamışam və əmin ola bilərsiniz ki, tək bir qarşılaşma belə ömürlük yetərlidir. Əksər cinlər böyük pislik həvəsi ilə misilsiz güc birləşdirirlər. Qısacası, onlar hətta ən ehtiyatlı insanların belə uzaq durması lazım olan iyrənc məxluqlardır. Amma Yennefer bir şeyə qərar verdikdə, artıq geri dönüş yoxdur. Geralt bunu ağır ürəklə dərk etdi və bu dəli cəhd zamanı yaranacaq təhlükələrlə mübarizədə ona kömək etməyə qərar verdi. Yennefer şeytanların sirlərini araşdırmağa bütün ömrünü həsr etmiş bir alim haqqında məlumat əldə etməyi bacardı. Bu alim Hindarsfjall sahilləri yaxınlığında baş vermiş gəmi qəzası zamanı sirli şəkildə həyatını itirmişdi. Geralt və Yennefer axtarışlarına oradan başlamağa qərar verdilər.
   1052580|00000000||Geralt və Yenneferin izlədiyi yol onları Hindarsfjall sahilləri yaxınlığındakı dəniz dibindən Ard Skelligin üstündə yüksələn qarla örtülü zirvələrə apardı. Onlar hətta əjdahaların belə girməyə çəkindiyi bir yerə düşünmədən daldılar, ruhu çağırıb onu ələ keçirməyə cəhd etdilər. Lakin ruh döyüşmədən təslim olmağı düşünmürdü və bütün gücü ilə müqavimət göstərdi. Bard və cadugər birlikdə bu qətiyyətli ruhu ram etməyi bacardılar. Ümidinin kəsildiyini anlayan Yennefer onu istədiyi kimi davranmağa inandıra bildi. O, uzun müddət əvvəl başqa bir ruhun Geralt və özünə vurduğu sehrin ləğv edilməsini təmin etdi. Bu sehrin təsiri ilə Geralt və Yennefer uzun müddət bir-birsiz yaşaya bilməyiblər, baxmayaraq ki, aralarında çoxlu fərqlər var idi. Sehrin təsiri aradan qalxdıqdan sonra aralarındakı sehrli bağın davam edib-etməyəcəyini görə biləcəklər.
   1052644|00000000||Həqiqət məyus etmədi. Əsir götürülən ruh əvvəlki sahibinin sehrini pozdu və… Geralt ilə cadugərin hissləri əvvəlkindən də güclü oldu. O gün bu iki məşhur gözəllik arasındakı bağ daha da möhkəmləndikdə, bütün kənarların ümidlərini sındırdı, məhəbbətin qulları dərin bir ah çəkdilər.
   1052668|00000000||O, bunu göstərən tip olmasa da, üzə çıxan həqiqət Yenneferi sarsıtdı. Ruh əvvəlki sehrbazın sehrini qaldıranda Geralt ona dedi ki, ona olan hissləri əvvəlki kimi deyil. O, kədərlə Kaer Troldeyə qayıtdı və az sonra onlar ayrıldılar.
   1087038|00000000||Yennefer bu işin onun üçün vacib olduğunu açıq-aydın bildirsə də, Geralt da eyni dərəcədə aydın şəkildə bildirdi ki, artıq onun tapşırıqlarını yerinə yetirmək əhvalında deyil. O, onu Skellige-də tək qoyub öz işləri ilə məşğul oldu.
   587266|00000000||Larvikdə Yenneferlə görüş.
   587267|00000000||Yennefer ilə birlikdə Larvik limanına get.
   587268|00000000||Yennefer ilə danış.
   587269|00000000||Yennefer ilə birlikdə qayıqa min.
   587273|00000000||Yenneferə ruhunu tapmaqda kömək et.
   587276|00000000||Yenneferə ruhunu tapmaqda kömək et.
   587271|00000000||Efsunger hisslərindən istifadə edərək körfəz dibini axtar.
   587274|00000000||Böhtanın dibini axtarmaq üçün Sehrbazın Hisslərindən istifadə edin.
   587277|00000000||Böhtanın dibini axtarmaq üçün Sehrbazın Hisslərindən istifadə edin.
   587278|00000000||Qayıqa qayıdın və Yenneferlə danışın.
   587272|00000000||Gəmiyə qayıdın.
   587275|00000000||Gəmiyə qayıdın.
   587279|00000000||Gəmi-ni Sehrbazın Hissləri ilə axtarın.
   587280|00000000||Cini dayandırın.
   1005826|00000000||Gəmiyə hücum edən sirenləri öldür.
   587270|00000000||Yenneferə cin tapmaqda kömək et.
   1018044|00000000||Yenneferin cini çağırmasını gözlə.
   1074376|00000000||Yennefer-ə Larvikə müşayiət et.
   1074643|00000000||Yennefer-in ardınca yuxarı göyərtəyə qalx.
   591749|00000000||Son Arzu
   1114606|00000000||Skellige Zireh Dəsti
   1114607|00000000||Skellige avadanlığını Skelligedəki Kaer Trolde-dəki zirehçi-dən əldə edə bilərsiniz.
   1053903|00000000||O vaxtlar Velen'də tərk edilmiş ev, hətta kənd görmək adi hal idi, amma bir qalıq Geralt'ın diqqətini çəkmişdi. O, malikanənin bu qədər dağılma vəziyyətinə düşməsinə nə səbəb olduğunu öyrənməyə qərar verdi.
   1053904|00000000||Novigrad ticarətçisi Geralta Aeramas adlı bir sehrbazdan danışmışdı. Bu bədbəxt adamın taleyi, bir çox həmkarları kimi, yanaraq dəhşətli şəkildə ölmək olmuşdu. Onun varisi olmadığı üçün geniş kənd malikanəsi də tərk edilmişdi. Əgər bu qeyri-adi sehrbaz haqqında şayiələr doğrudursa, içəridə çoxlu maraqlı əşyalar və dəyərli sirlər tapmaq olardı...
   1053905|00000000||Geralt tərk edilmiş malikanəni başdan ayağa axtardı. Fərqli dəyərsiz bəzək əşyaları ilə yanaşı, o, Aeramasın ölümcül pendirlərin arxasında hiyləgərliklə gizlətdiyi bir neçə əsl xəzinəni də tapdı. Tiromensi xüsusilə şən bir toplum deyillər, amma Aeramas xəzinəsinin yaxşı bir adamın əlinə keçdiyini görməkdən şübhəsiz məmnun olardı.
   1070685|00000000||Geralt Aeramasın malikanəsini araşdırdı və məlum oldu ki, cadugər tiromensi sahəsində nadir həvəskardır. Bildiyiniz kimi, tiromensi pendardan fal açmaq sənətidir. Bu, cadugərlər arasında çox nadir ixtisaslaşmadır və yalnız sosial həyatlarına çox da əhəmiyyət verməyənlər tərəfindən tətbiq olunur. Bunun səbəbi odur ki, falçılıq üçün istifadə etdikləri pendir, ifadəni bağışlayın, garkolanın torbalarından da pis qoxuyur. Aeramasın evinin talanmaması təəccüblü deyil.
   467285|00000000||Efsunger hisslərindən istifadə edərək Aeramasın malikanəsini axtarın.
   467287|00000000||Tərk edilmiş malikanə haqqında daha çox məlumat əldə edin.
   1053894|00000000||Tiromensi otaqlarından keçmək üçün yol tapın.
   1053895|00000000||Sehrli baryeri aradan qaldırıb Aeramasın xəzinəsinə çatın.
   1053893|00000000||Aeramasın zindanını araşdırın.
   1068651|00000000||Portalı aktivləşdirmək üçün Aeramasın əşyalarından istifadə edin.
   1053892|00000000||Portalını işə sal.
   1054112|00000000||Aeramasın malikanəsində portaldan istifadə et.
   1076289|00000000||Su ilə dolu otaqdan keçmək üçün yol tapın.
   353938|00000000||Süd Emalı və Qaranlıq
   1027350|04029c73||Meşədəki Jenny
   452676|35f90f2a||Çoban
   532236|002e06b1||Bard
   519936|00000000||Uşaqlar! İçəri girin!
   522294|00000000||Onlar xanımlardan bir torba qarğıdalı götürüblər.
   522296|00000000||Amma onlar meşədə bir dənə yox, iki dənə qoyub gediblər…
   522304|00000000||O qadın məni əsəbləşdirir! Əgər Baronun adamları ona toxunsalar, onları darmadağın edəcək. Sonra da kəndi yerlə-yeksan edəcəklər!
   522298|00000000||Ah, bu dəhşətdir!
   522306|00000000||Bəlkə də hamısı yalandır? Narahat olmağa dəyər deyil.
   522300|00000000||Mənimlə ziyarətgahda gələcəksən?
   522302|00000000||Mən bilmirəm.
   519940|00000000||Sənin üçün dua edəcəyəm.
   519990|00000000||İnsanlar!
   519944|00000000||Bəlkə ərimi çayıma göndərməliyəm. Bəlkə nəsə tutarlar.
   519948|00000000||Nə baxırsınız? Biz kasıbları narahat etməyi dayandırın.
   519938|00000000||Tələsirsən?
   519992|00000000||Mübarək Melitele!
   519942|00000000||Kök yeyib qarnım çürüyəcək.
   519946|00000000||Nə istəyirsən?
   519988|00000000||Canavar.
   519994|00000000||Sən mərhəmətsən, sən təsəllisisən, sən sevincsən.
   519995|00000000||Qara Varlılardan bir neçə xırda şey oğurlayammazdın?
   367149|b0619e19||Ticarətçi
   1132142|00000000||Run Sözləri və Qlif Sözləri
   1132143|00000000||Əşyaları onlara <font color="#CD7D03">Rune Words</font> və ya <font color="#CD7D03">Glyph Words</font> yerləşdirərək sehrləyə bilərsiniz. Bunlar runlar və ya qliflərlə eyni vaxtda istifadə oluna bilməz.Bir əşyanı sehrlədiyiniz zaman həmin əşyaya hazırda tətbiq olunmuş hər hansı runlar və ya qliflər <font color="#CD7D03">silinəcək</font>.
   1051296|00000000||Geralt həm Lambertə, həm də Eskelə kömək etdikdən sonra Yennefer nəhayət Umadan lənəti qaldırmağa hazır idi. Onları təəccübləndirərək, Vesemir onlara gözləməyi tapşırdı. Sehrbaz qadın hərəkət etməzdən əvvəl, qoca sehrbaz özünün daha az riskli üsulunu sınamaq istədi. Onun yaşına və müdrikliyinə hörmət əlaməti olaraq digərləri bunu qəbul edib Umany onun qayğısına həvalə etdilər. Beləliklə, gözlənilmədən sərbəst şəkildə keçirə biləcəkləri bir axşam qazandılar. Eskel bu vaxtdan maksimum yararlanmağı təklif etdi, lakin daha cazibədar bir təklif bu fikri kölgədə qoydu. Dostluq atmosferində içki içmək və yoldaşlıq etmək üçün axşam keçiriləcəkdi.
   1051298|00000000||Hamısı toplaşdıqdan sonra Yennefer nəhayət sehrbazlara planını açıqladı: əgər Vesemir Uma'nın lənətini qaldıra bilməsə, o, məxluqu Bitki Sınağına məruz qoyacaqdı. Bunlar gənc oğlanların cadı olmaq üçün keçməli olduqları inanılmaz dərəcədə təhlükəli və əzablı alkimyəvi prosedurlar idi. Buna görə də Yenneferin təklifi müzakirə doğurması təəccüblü deyildi. Cadugər özünü müdafiə edərək dedi ki, yalnız bu çətin üsulla Uma bədənini lənəti qaldırmağın şok təsirlərinə hazırlaya bilər. Bu sarsıdıcı xəbəri həzm etmək bir az vaxt alacaqdı. Və beləliklə, Yennefer yatmağa getdi. Cadugərlər isə güclü spirtli içkilərə, kart oyunlarına və köhnə əxlaqsız nağıllara üz tutdular — həzmə kömək edən sınaqdan keçirilmiş bir üsul.
   1051297|00000000||İndi hər kəs toplaşdığına görə, Yennefer nəhayət sehrbazlara planını açıqladı: əgər Vesemir Uma'nın lənətini qaldıra bilməsə, məxluq Bitki Sınağına məruz qalacaq. Bunlar gənc oğlanların cadı olmaq üçün keçməli olduqları inanılmaz dərəcədə təhlükəli və ağrılı alkimyəvi prosedurlar idi. Buna görə də Yenneferin təklifi müzakirə doğurması təəccüblü deyildi. Cadugər özünü müdafiə edərək dedi ki, yalnız bu çətin üsulla Uma-nın bədənini lənəti qaldırmağın şok təsirlərinə hazırlaya bilər. Bu sarsıdıcı xəbəri həzm etmək bir az vaxt alacaqdı. Beləliklə, Yennefer yatmazdan əvvəl cadugərlər bir neçə əlavə şüşə içib hekayələr danışdılar. Onların qarşısında böyük bir gün dayanırdı. O gün bəlkə də Ciri-ni tapacaqdılar.
   1062502|00000000||Lakin hətta sehrbazın bədəni belə zəhəri yalnız müəyyən həddə qədər dözə bilir və o hədd aşdıqda, Arxiyepiskop Hemmelfartın özünün də yaşadığı kimi, insan naməlum və narahat edici şeylərin ortasında özünü tapa bilər.
   532414|00000000||Divar kənarında dayanan şeyə bax.
   532035|00000000||Eskeli tapmaq üçün Sehrbazın Hissiyyatından istifadə et.
   532437|00000000||Lambertin eşitdiyi səsi izləmək üçün Efsunger Hisslərindən istifadə et.
   1051985|00000000||Səsin mənbəyini araşdır.
   162298|00000000||Səhərədək meditasiya et.
   375780|00000000||Yatağa get.
   162295|00000000||Kaer Morhen-in əsas zalına get.
   446219|00000000||Mətbəxdən bir az qəlyanaltı gətir.
   446243|00000000||Sehrbazlara qayıdın.
   162296|00000000||Vesemirlə danışın.
   539002|00000000||Yenneferin sandıqlarını axtarın.
   539003|00000000||Yenneferin şalvarını geyin.
   1050685|00000000||Ev kimi yer yoxdur
   1011535|00000000||Ahh…
   1011533|00000000||Ey.
   1011530|00000000||Hmm?
   1011528|00000000||Hmmm?
   1011526|00000000||Hmm.
   1011524|00000000||Sadəcə onun nə etdiyinə bax!
   1011521|00000000||Ay!
   1043384|50280c0a||Hal
   1049351|d0e43fcd||Kemirik
   1084536|00000000||Run daşları
   1084537|00000000||Rune Stones silahlarınızı təkmilləşdirmək üçün istifadə edilə bilər. Inventarınızda Equipment sekmesine keçin və <<GUI_Navigate>>-dən istifadə edərək bir rune daşını seçin<<ICO_Rune>>.
   1084542|00000000||Run daşları
   1084543|00000000||Silahı təkmilləşdirmək üçün üzərinə iki dəfə klikləyin.
   301010|00330572||Sehrbaz
   1083118|00000000||Xarakter
   1083119|00000000||Sən bir Bacarıq Xalı qazandın! Yeni Bacarıq öyrənmək üçün <<FastMenu>> düyməsini bas və <font color="#CD7D03">Karakter</font> panelinə keç.
   1010894|00000000||Tanrılar səni qorusun.
   1010887|00000000||Mənim balam!
   1010885|00000000||Yoxoo!
   381812|05a898ad||İnsan kütləsi
   1028942|00000000||Egillə get.
   1028943|00000000||Səsini bərpa etmək üçün Egillə qorxu sal.
   1028944|00000000||Sənə tapşırığı verən druidə get.
   1042526|00000000||Druidi səsini bərpa edənə qədər qorxutmağa davam et.
   1042527|00000000||Egillə get və onun səsini bərpa etməsinə kömək et.
   1046775|00000000||Druidə gedin və Egill-i necə sağalda biləcəyinizi müzakirə edin.
   1055046|00000000||Druidlər dünya miqyasında fövqəladə şəfqətçilər kimi tanınıb, lakin bəzən bütün sehrləri və iksirlər müəyyən xəstəliklərə qarşı aciz qalır. Egillin vəziyyəti məhz belə bir hal idi. Druid səsini itirmişdi. Ənənəvi üsullar təsirli olmadığından, onun dostu daha yeni, daha yaradıcı yanaşmalar sınamağa qərar verdi. Onları sınamaq isə Geraltın üzərinə düşdü.
   1055047|00000000||Geraltın səyləri sayəsində Egill yenidən danışdı, amma ağzını açar-açmaz Geraltı sərt şəkildə tənqid etməyə başladı. Druid səsini xəstəlikdən itirməmişdi; o, sadəcə dini səbəblərdən danışmayacağına and içmişdi. Kənardan baxanlara elə gəlirdi ki, Geralt kişini sağaltmağa çalışmır, əksinə ona pis zarafat edirdi.
   1028939|00000000||Şok terapiyası
   174091|b26166ee||Dandelion
   341489|00000000||Dandelionla danış.
   341491|00000000||Xəstəxanada Dandelionla görüş.
   341492|00000000||Dandelionla danış.
   341510|00000000||Von Gratz ilə görüş.
   341511|00000000||Morgə çatmaq üçün kanalizasiya vasitəsilə keç.
   341507|00000000||Cırtdan heykəltaraşın cəsədini tapmaq üçün Efsunger Hisslərindən istifadə et.
   341504|00000000||Cəsəd toplayıcısı Eustace-i tapın.
   341505|00000000||Eustace ilə danışın.
   430590|00000000||Priscilla-nın hücuma məruz qaldığı küçəni Efsunger hissləri ilə araşdırın.
   341502|00000000||Efsunger hisslərindən istifadə edərək taxta oyma ustasının öldüyü yeri araşdırın.
   341500|00000000||Efsunger hisslərindən istifadə edərək taxta oyma ustasının emalatxanasını araşdırın.
   341498|00000000||Meydana çıxan həkimlə danış.
   341519|00000000||Şirin Netti'ni Lame Kate'nin evində tap.
   341729|00000000||Şirin Netti'nin otağına daxil ol.
   510662|00000000||Nathanieli öldür.
   341515|00000000||Vegelbudların evinə get.
   509482|00000000||Ingridi Patriciyanın otağına qədər izlə.
   440691|00000000||Qatili təqib et.
   341551|00000000||Limana yaxın anbarına get.
   341552|00000000||Vampiri öldür.
   341509|00000000||Priscillanın vəziyyəti barədə Dandelionla danış.
   1055060|00000000||Hubert Rejk nəzakətli, itaətkar və razılaşan bir adam kimi görünürdü, amma əslində o qanlı, qəddar və qatil vampir idi. Əbədi gənc görünən üzünün arxasında o, əyri və fanatik düşüncə tərzini gizlədirdi. Çətin dueldən sonra Geralt onu öldürdü, yeganə Priscillamın çəkdiyi əzabın qisasını aldı və əks halda bu canavarın əli ilə həyatını itirəcək saysız-hesabsız insanların canını xilas etdi.
   1055056|00000000||Əziz oxucum, bu hekayəni danışmaq mənim üçün olduqca yorucu olacaq. Bu, qaranlıq və kədərli bir hekayədir. O, indiyə qədər şahid olduğum ən dərin ağrını əhatə edir. Hər şey kabareimin böyük açılış günü başladı. Hər şey mükəmməl idi; yeganə qalmış şey Priscillanın bu möhtəşəm axşamın ən heyrətamiz çıxışını təqdim etməsi idi. Lakin "Xameleon"un qapıları açılan zaman içəri o deyil, Vilmerius Xəstəxanasından gələn bir elçi daxil oldu. Ölümcül dərəcədə solğun üzü və kədərli ifadəsi ilə o, Priscillanın hücum nəticəsində ağır yaralandığını və ölümün astanasında olduğunu elan etdi.
   1055059|00000000||Geraltın araşdırması onu "Lame Kate" fahişəxanasına apardı; onun şöhrəti tamamilə ləkələnmişdi. Qatilin Patricia Vegelbudun cəsədinə buraxdığı qeydə görə, növbəti qurban orada çalışan fahişə Sweet Nettie idi.Geralt fahişənin otağına daxil oldu və əvvəllər morqda görüşdüyü Father Nathanieli tapdı. Vəziyyət tam aydın idi. Nathaniel Nettienin üzərində dayanmış, qızdırılmış soba demirini əlində tutmuşdu. Göz qırpmadan Geralt bu amansız və əxlaqsız adama layiq olduğu cəzanı verdi.
   1055058|00000000||Geraltın istintaqı onu şübhəli "Lame Kate" fahişəxanasına apardı. Qatilin Patricia Vegelbudun cəsədinə qoyduğu qeydə görə, qatilin növbəti qurbanı orada çalışan fahişə Sweet Nettie idi.Geralt fahişənin otağına daxil oldu və əvvəllər morqda görüşdüyü Atası Nathanieli tapdı. Vəziyyət tam aydın idi (Nathaniel əlində alovlanan demir çubuqla Nettienin üzərində dayanmışdı), lakin Geralt emosiyalarının üstünlük təşkil etməsinə imkan vermədi. Həqiqi qatili müəyyən edənədək o, bu amansız sapığa sakit tonda danışdı. Sonra, göz qırpmadan, o, Nathanieli öldürdü. Geraltın istintaqı onu şübhəli "Lame Kate" fahişəxanasına apardı. Qatilin Patricia Vegelbudun cəsədinə buraxdığı qeydə görə, qatilin növbəti qurbanı orada çalışan fahişə Sweet Nettie idi. Geralt fahişənin otağına daxil oldu və əvvəllər morqda görüşdüyü Ata Nathanieli tapdı. Vəziyyət tam aydın idi (Nathaniel qırmızı-isti demir çubuq əlində Nettienin üzərində dayanmışdı), lakin Geralt emosiyalarına hakim oldu. O, amansız psixopaqa sakitcə danışdı və beləliklə həqiqi qatili müəyyən etdi.
   1055057|00000000|| [DIQQET: Tercume İtib və ya Birləsib] Geralt'ın soruşturması onu, itibarı askıda olan Topal Kate randevu evine götürdü. Patricia Vegelbud'ın cesedine katili tarafından bırakılan nota göre, katilin bir sonraki kurbanı burada çalışan Tatlı Nettie adındaki fahişeydi. Geralt, fahişenin odasına girdi ve daha önce morgda tanıştığı Papaz Nathaniel'i buldu. Durum apaçık ortada olsa da (Nathaniel, Nettie'nin üzerinde elinde akkor bir soba demiriyle duruyordu), Geralt duygularının üstün gelmesine izin vermedi. Acımasız sapık ile sakince konuştu ve bu sayede gerçek katilin kimliğini belirleyebildi.<br>
